歌手名字,薛之谦
467011315,Fighter - (电影《蜘蛛人惊奇再起2：电光之战》日本区主题曲)
467011313,Forget Me Not - (勿忘我)
624818,胧月夜~祈り
30854479,Memory
624125,ALWAYS
25986004,LETTER
1316563342,雪の華 Reggae Disco Rockers 2018 Relaxin' mix
4876209,雪花
543612332,GLAMOROUS SKY (Re:Present 2018)
624166,流れ星
1322369610,花束 (Piano & Voice Style)
624002,Dear
441489722,命の別名
493409004,電光石火之間 - (Change the Scene)
624624,一色
29715446,Always
467011319,MISSING YOU
496902196,メロディー - (原唱: 玉置浩二)
478686120,Happy Life
467011324,Gift - (TBS电视台《CDTV》节目片头曲)
1322369611,Life (Piano & Voice Style)
27646056,桜色舞うころ -natural edition-
467011320,愛詞 (あいことば) - (TV放送版《宇宙战舰大和号2199》ED1)
624319,LIFE
624065,NO ANSWER
467011314,恋をする - (恋爱)
1322369612,Portrait 1
1322369613,Helpless Rain (Piano & Voice Style)
29715449,愛してる
29922561,雪の華 Originally Performed By 中島美嘉 (オルゴール)
29715451,Sakura~花霞~
467011322,愛の歌 - (爱之歌)
624441,SAKURA~花霞~(DAISHI DANCE)
28308776,Hitori - (Hitori)
29715441,Orion
22743550,Legend
歌手名字,mizuki
29307041,aLIEz - (TV动画《ALDNOAH.ZERO》ED2 / TVアニメ「アルドノア・ゼロ」ED2)
30431340,aLIEz [mZk ver.]
29307043,Keep on keeping on - (TV动画《ALDNOAH.ZERO》插曲)
29027056,A/Z - (TV动画《ALDNOAH.ZERO》ED1 / TVアニメ「アルドノア・ゼロ」ED1)
30431342,&Z - (TV动画《ALDNOAH.ZERO 第二季》片头曲 / TVアニメ「アルドノア・ゼロ」OP2)
450048031,e of s - (手游《SOUL REVERSE ZERO》OP)
1313052233,aLIEz (澤野弘之 LIVE[nZk]004 (2016/11/03@TOKYO DOME CITY HALL))
30431343,0.vers
29307044,aLIEz (TV size) - (TV动画《ALDNOAH.ZERO》片尾曲2 / TVアニメ「アルドノア・ゼロ」ED2)
30431341,No differences [nZk ver.]
438981958,Innocent² - (イノセント²)
29307042,A/Z (TV size) - (TV动画《ALDNOAH.ZERO》片尾曲 / TVアニメ「アルドノア・ゼロ」ED)
450041031,e of s (Game Edit)
30431339,&Z (TV size -English ver.-)
1313052232,oI (澤野弘之 LIVE[nZk]004 (2016/11/03@TOKYO DOME CITY HALL))
30431338,&Z (TV size)
1313107130,&Z (澤野弘之 LIVE[nZk]004 (2016/11/03@TOKYO DOME CITY HALL))
1317074562,空は高く風は歌う(カバー)
573080437,ラムネ色の夏(カラオケ)
1317075253,HOW TO GO (カバー)
507116417,ViEW
487003519,oldToday
34478644,oⅠ
34478650,＆Ｚ - (TV动画《ALDNOAH.ZERO》（第二季）片头曲 / TVアニメ「アルドノア・ゼロ」(第二期)ED)
歌手名字,手嶌葵
38358214,The Rose - (1979/米 映画「ローズ」より)
38358219,Beauty And The Beast - (1991/米 映画「美女と野獣」より)
656405,さよならの夏~コクリコ坂から~ - (《虞美人盛开的山坡》 主题曲)
402070888,明日への手紙 - (日剧《追忆潸然》主题曲 / ドラマ『いつかこの恋を思い出してきっと泣いてしまう』主題歌)
28566356,Bibbidi Bobbidi Boo
38358220,What Is A Youth ? - (1968/英・伊 映画「ロミオとジュリエット」より)
28566360,Que Sera Sera
38358215,Moon River - (1961/米 映画「ティファニーで朝食を」より)
38358218,Over The Rainbow - (1939/米 映画「オズの魔法使」より)
38358225,La Vie En Rose - (1954/米 映画「麗しのサブリナ」より)
431357618,白い街と青いコート - (白色街道与蓝色风衣)
520274153,東京
38358233,Angel - (1998/米 映画「シティ・オブ・エンジェル」より)
410925730,心のままに
38358223,Winter Light - (1993/米 映画「秘密の花園」より)
28566363,テルーの唄
402073864,輝きの庭～I'm not alone～
656452,a little because
38358217,Raindrops Keep Fallin' On My Head - (1969/米 映画「明日に向って撃て! 」より)
28566359,When You Taught Me How To Dance
656410,初恋の顷
22742164,旅人
22742166,テルーの呗 (歌集バージョン)
38358232,Edelweiss - (1964/米 映画「サウンド・オブ・ミュージック」より)
402070887,Can't Help Falling In Love
22742160,黄昏
656450,Because
526656,さよならの夏～コクリコ坂から～
22781754,真夜中のメリーゴーランド - (午夜的旋转木马 )
4896722,"真夜中のメリーゴーランド ~NO MUSIC,NO LIFE.~"
452814363,赤い糸 - (日剧《女人中的陌生人》主题曲 / NHKプレミアムドラマ「女の中にいる他人」主題歌)
22742138,家族の风景
28566353,"Bonjour,Paris!"
656398,爱をこめて.海
656407,朝ごはんの歌
413961284,この瞬間を
656390,雨
431259870,海を見つめる日 - (凝望大海的日子)
38358231,Fascination - (1957/米 映画「昼下りの情事」より)
38358216,Calling You - (1987/西独 映画「バグダッド・カフェ」より)
38358229,Night And Day - (1934/米 映画「コンチネンタル/離婚協奏曲」より)
656384,春の风
413961276,瑠璃色の地球 - (日本生命「みらいサポート」CMソング)
656388,并木道 帰り道 
38358228,Secret Kingdom - (1976/英 映画「シンデレラ」<実写>より)
38358226,A Dream Is A Wish Your Heart Makes - (1950/米 映画「シンデレラ」<アニメーション>より)
38358230,Wouldn't It Be Loverly ? - (1964/米 映画「マイ・フェア・レディ」より)
38358221,Alfie - (1966/英 映画「アルフィー」より)
431357614,想秋ノート - (思秋笔记)
28566361,Someday My Prince Will Come
歌手名字,梶浦由記
591797,MO1
28695291,Palpitation!
496902072,Sis puella magica!
26491693,Swordland - (《刀剑神域 原声集1》插曲)
591857,MO18
591371,Melody - (《潘多拉之心》配乐)
590475,II quiet romance (杀人考察(前))
590508,IV paradigm (矛盾螺旋)
31587130,light your sword
590946,M07
590623,月は优しく (月)
22731476,Point Zero - (《Fate/Zero》配乐)
591930,M12+13
26491711,Luminous Sword
591321,Will
591474,M24
590464,in the garden of sinners
590467,Thanatos (俯瞰風景)
591839,MO14
590612,月 ~Main Theme (月)
28138664,Decretum - (宿命)
26491724,At Nightfall
591017,M40
460476145,let's join swords
591753,M19+20
31108222,down in the zero
41650131,swordland
591267,Pandora hearts
26491714,A Tender Feeling
22731464,"this day, and never again"
29844402,gunland
26491723,The First Town
591763,M22
496902071,Credens justitiam
591889,M01
26491700,Survive The Swordland
26491717,Fight!
22731459,you are my king
28242594,canta per me
22731471,silver moon
592810,风の街へ
593469,媛星
22731442,fate to zero - (《fate to zero》主题曲)
28242604,zero hour
28341382,absolute configuration
592797,lost wings
591453,M20
593040,tsubasa
22731479,the battle is to the strong
26491695,Everyday Life
歌手名字,浜崎あゆみ
22737627,MY ALL - (我的一切)
22737855,Dearest - (最爱)
22737671,BLUE BIRD - (青鸟)
22737525,Love Song - (恋曲)
575083,TO BE
22737663,JEWEL - (璀璨)
22737658,Secret - (电影《伤城》主题曲)
22737357,SEASONS - (四季)
22737701,Moments - (剎那)
575164,HEAVEN - (天堂)
22737948,End roll (new vocal) - (落幕)
33340189,Sayonara feat. SpeXial
22737666,momentum - (力量)
22737954,M
22737628,part of Me / Memorial address (Hidden Track)
22737859,no more words - (尽在不言中)
26085043,A Song for ×× - (给××之歌)
577218,Dearest～Original Mix～ - (最爱)
576258,No way to say - (难以言喻)
575120,evolution - (进化)
22737380,beloved - (挚爱)
576752,Voyage - (旅途)
22737687,rainy day
1297743305,æternal
31108972,The GIFT
419238577,Mad World
22737946,Who...
1297747290,We are the QUEENS - (手游《女王的纷争》宣传曲 / スマートフォンゲーム「CLASH OF QUEENS」CMソング)
28680273,What is forever love
419238575,tasky
1297743306,WORDS
22737789,HANABI - (花火)
1297747292,The way I am
22737703,walking proud
22737716,About You
22737384,progress - (前进)
31311642,Last minute
1297747291,W
22737668,Startin' - (起步)
32922453,Step by step
22737621,Marionette - (牵线木偶)
22737377,how beautiful you are
419238576,FLOWER
33599303,Shape of love
22737545,BALLAD - (情歌)
22737766,"TO BE ""2003 ReBirth Mix"""
22737625,untitled ~for her~ - (无题 ～for her～)
575181,glitter - (闪耀)
28680272,XOXO
22738000,SURREAL - (超现实)
歌手名字,つじあやの
482172,風になる - (幻化成风)
28461702,猫になりたい - (想要变成猫)
643034,风になる - (幻化成风)
643017,月が泣いてる - (月亮在哭泣)
643082,君がいればいい - (只要有你在)
31352165,みんなの太陽系
26133345,三日月の夜 - (新月之夜)
26085700,君が好きです
643028,春の阳ざし
642784,君のうた
643308,涙 风にたくして
22798137,サンデーモーニング
26085707,风にのって
643005,桜の木の下で
22798111,お天気娘
29436144,切手のないおくりもの
26110148,恋人どうし
643409,想い出
22798066,真夜中の散歩道
26110154,"風になる (Acoustic Version ／""猫の恩返し""エンディングVersion) - unplug"
642635,忘れないで
22798108,月
642638,アイムハッピー
643026,ぎゅっと抱きしめて
26085703,虹
26133347,しあわせなエブリデイ
643009,ありきたりなロマンス
643013,明日によろしく
642226,花を咲かせる人
643322,恋のいいわけ
26110176,風になる~みんなでウクレレ編~/つじあやの【Bonus Track】
26133348,"Oh, my friend"
643020,雨音
26110165,ゆびきり
642929,シャ・ラ・ラ
26110183,戦場のメリークリスマス
643400,さようなら
643023,帰り道
26110190,恋におちて～Fall in love～
22798069,揺れる夜、爱に抱かれて
643044,さよならを教えて
26110178,君は天然色
642236,爱情ラブソング
643039,星に愿いを
642971,别れても好きな人
26110147,飛行機雲
642224,Dear Romeo & Juliet
642310,15歳 (Live from “LIVE SPEEDSTAR EXPRESS~15歳の初体験~” 2007.11.08) - live
642761,たんぽぽ
642655,そばにいるから
歌手名字,茶太
640866,Secret
760533,だんご大家族 - (团子大家族)
700032,夕日
640295,梦笑顔  - (「真・恋姫†無双 〜萌将伝〜」挿入歌)
640911,？？
29751855,一瞬のクオリア
700091,海に行く
698168,変わり行く世界のために
760173,小さな手のひら
640745,lyric
30398710,Spica
4949145,星空のメモリア - (PC游戏《星空的记忆》ED2 / PCゲーム「星空のメモリア－Wish upon a shooting star」ED2)
29122124,I will
640973,やさしい
27511708,雪の轍(高田詩緒 Remix)
28406065,candy♥girl
28954188,Zen ～然～ - (原曲：未知の花 魅知の旅 [未知の花 魅知の旅])
34002543,月虹 - (原曲:聖徳伝説 ~ True Administrator)
640298,with you - (游戏《铃之音7》ED / ゲーム「スズノネセブン！」ED)
36578760,snow white syndrome - (游戏《PRIMAL×HEARTS2》栗生真白ED / ゲーム「プライマルハーツ２」栗生真白ED)
792335,夜光灯
30431463,夏の色が消えるとき
26450054,雪の羽 時の風
641774,夏影 -AIRness-
27603166,皇悠麗洞 ～Repeat of the World～ - (原曲:平安のエイリアン)
640269,たそがれ空  - (TV动画《CLANNAD》ED1 / TVアニメ｢CLANNAD｣EDテーマ1)
641061,さびしんぼう.
491233178,Candy a Mine
412951858,プレゼント
31234949,こころむすび
739895,よつのは
640427,落日
399343800,null - (Frill『円交少女 ～陸上部ゆっきーの場合～』)
641825,やくそくのうた
833064,Felicitas - (原曲:Romantic Children)
833886,mythical frontier(イメージソング)
640280,cotton candy  - (「Canvas3 ～白銀のポートレート～」挿入歌)
425295842,僕のとなりで恋をして! - (ALcot ハニカム「キミのとなりで恋してる! -THE RESPECTIVE HAPPINESS-」)
640864,Labyrinth
823345,霞舞う月の丘に - (原曲：神々が恋した幻想郷 (東方風神録))
511922972,背伸びをして、キス - (上川紗矢エンディング曲)
28592573,春風ダンス - (PCゲーム「もっと 姉、ちゃんとしようよっ！アフターストーリー」ED)
641381,志在千里 ～恋姫喚作百花王～ - (游戏《恋姬无双》ED / ゲーム「恋姫†无双 ～ドキッ☆乙女だらけの三国志演义～」ED)
640047,Favour
412178207,かけがえのない時間
34696381,さらば、愛しきメロディ
494407459,Sugar×Sugar - (春日部花音エンディング曲)
30413248,鳥のユメ
760541,だんご大家族 -TV animation Ver.-
640786,志在千里 ~恋姫唤作百花王~ - (游戏《恋姬无双》ED / ゲーム「恋姫†无双 ～ドキッ☆乙女だらけの三国志演义～」ED)
歌手名字,鏡音リン
505474379,病名は愛だった - (病名为爱)
32431066,神のまにまに - (神的随波逐流)
28613680,裏表ラバーズ×ロストワンの号哭
1294899572,劣等上等
546724682,ロキ
28996501,drop pop candy
29023572,shake it!
529834569,い~やい~やい~や
426881163,ニヒルと水没都市
28457388,えれくとりっく・えんじぇぅ
529619105,美少年で冥界系でドS - (冥界系抖S美少年)
29743793, Happy Halloween 
28590199,LUVORATORRRRRY!
573582098,ハローディストピア - (Hello Distopia)
28768887,Blessing
28844011,炉心融解
28977381,四季折の羽 - (原題:鶴の恩返し)
34609078,东京テディベア - 双声道版
29827559,おこちゃま戦争
4888516,纺呗 -つむぎうた-
573582096,悪魔の踊り方
34899424,少女人形の見た夢 - (命題：博愛×自我＝？)
28063259,WAVE
529814460,KILLER B
29095409,Lost One的号哭
514765053,遥控器
4887942,メランコリック
35528328,恋色旋律-有你的幸福 - V家10人中日双语
476435,悪ノ娘
33937480,リモコン
524152927,マトリョーシカ - (俄罗斯套娃)
28977422,Bad ∞ End ∞ Night
4885582,ココロ
33715064,背徳の花
30870176,ぼうけんのしょがきえました!(おきのどくですが ver.)
34899417,愛欲のプリズナー - (命題：近親愛×妄執＝？)
29163447,和楽・千本櫻 (カバー)
4888511,Ur-Style
4884225,ヒイフウミイヨ
476442,リグレットメッセージ
1294899574,むてきPOP
30070241,sister's noise 
28457391,ぴんこすてぃっくLuv
399342745, ココロ・キセキ
503853911,Selfish
32807500,孟姜女
4884227,いろは唄
426881149,trick and treat
28977357,雨乞い唄
484730497,トラッシュ・アンド・トラッシュ!
歌手名字,GUMI
28370757,心做し
32431066,神のまにまに - (神的随波逐流)
404784667,流★群Meteor Stream
30830853,ECHO
29124079,脳漿炸裂ガール
400689157,幻想菩薩女孩
28411806,罰ゲーム
28828187,被害妄想携帯女子(笑)
36621797,電波中毒ガール
28606032,ハイファイレイヴァー
34383300,WILDFIRE!!
31514074,Crystalline
28406219,世界寿命と最後の一日 -Album ver.-
28996500,オオエドランヴ
28590199,LUVORATORRRRRY!
28285813,ドーナツホール - (Donut Hole)
39443782,君色に染まる
22638621,KiLLER LADY
546730659,だれかの心臓になれたなら
30394219,月光潤色ガール
28152560,弱虫モンブラン
4885597,天ノ弱
32897794,天真烂漫【梅とら】
29719537,バレリーコ
484058936,拝啓ドッペルゲンガー - (敬启 我的分身)
28872154,CANDY CANDY
22811616,モザイクロール
529814460,KILLER B
22677429,マトリョシカ
30251524,tig-hug
34609104,金曜日のおはよう - 双声道版
546730656,他人事の音がする
28936450,いーあるふぁんくらぶ
444524198,乱躁滅裂ガール
4884226,雪月花
28457389,テトロドトキサイザ2号
860341,マイルームディスコナイト
4886068,ハッピーシンセサイザ
28977422,Bad ∞ End ∞ Night
4886961,十面相
29099409,ときをとめて
33856843,モルモットと傭兵
22821021,大きな世界
22821023,夏恋花火
29027486,惑星間コミュニケーション
34509842,だんだん増えてゆく
461864787,レゾンデートルの花
27630892,オサナナブルー
33856844,泥棒と警備員
28457403,六兆年と一夜物語
歌手名字,96猫
28403160,トルコ行進曲 - オワタ＼(^o^)
463842649,嘘の火花 - (TV动画《人渣的本愿》片头曲 / TVアニメ「クズの本懐」OPテーマ)
29450088,オレンジ 
479223412,妄想感傷代償連盟
25931854,流れ星 - (テレビ東京系アニメ「探検ドリランド」エンディングテーマ)
444269063,東京サマーセッション
29922945,WAVE
448706078,ツギハギスタッカート
34040728,一骑当千
856918,こちら、幸福安心委员会です.
27598858,吉原ラメント
28403161,独りんぼエンヴィー
407126939,疑心暗鬼
405599682,LUVORATORRRRRY!
34609006,チルドレンレコード - 双声道版
529665095,新春もちべーしょん
27506206,cLick cRack
34586918,インタビュア - 双声道版
31370222,ハイファイレイヴァー
29444162,Masked bitcH ver.96猫
34609132,脳漿炸裂ガール - 双声道版
33248429,Dogs
28686100,＋♂
27598868,ドレミファロンド
33916400,Magnet
418602075,シャンランラン feat.96猫 - (TV动画《飞翔的魔女》片头曲 / TVアニメ「ふらいんぐうぃっち」オープニング主題歌)
28643141,【Ib】絵？あぁ、そう。
34586999,からくりピエロ - 双声道版
27506193,いーあるふぁんくらぶ
28403159,さよなら僕のタピオカ
29827143, ギガンティックO.T.N - (Gigantic O.T.N)
27598869,変わらないもの
28403172,Bad ∞ End ∞ Night
403710572,ようかい体操第一
676972,缲り返し一粒
512359563,シャルル
442315000,どう考えても私は悪くない
29165731,マトリョシカ ver96猫×vip店長
419254043,Crimson Stain - (TV动画《影鳄 承》插曲 / TVアニメ『影鰐-KAGEWANI-承』挿入歌)
27598866,深海のリトルクライ
403711565,Heart Alamode
407126945,FRIENDS
442314999,フタリボシ with 伊東歌詞太郎
29828324,orange
512358575,ハロ/ハワユ
32648293,ACUTE
27506201,サイレントエレジー
466126517,独り言
28643140,「Ib」-again-
33875836,だんだん早くなる
歌手名字,中島みゆき
624751,银の龙の背に乗って - (电视剧《五岛医生诊疗所》主题曲/ドラマ「Dr.コトー診療所」主題歌)
624802,爱される花 爱されぬ花
22773568,ひとり上手
624935,树高千丈 落叶帰根
22773649,最爱
22773552,幸せ
22773682,ルージュ
625091,ローリング
624662,with
26389379,归省
624346,一期一会
28108512,孤独の肖像1st.
25877373,清流
28497857,永遠の嘘をついてくれ
22773566,ルージュ�
624231,御机嫌如何[Live]
504025835,雪
22773670,悪女
34200360,永远の嘘をついてくれ - live
625217,雨が空を舍てる日は
28497855,旅人のうた (2nd Version)
28784008,わかれうた
22773665,この世に二人だけ
624789,雪・月・花
624966,ヘッドライト・テールライト
624598,歌姫
22773678,舍てるほどの爱でいいから
624939,六花
625070,御機嫌如何
29747851,やまねこ
22773511,时代
28009687,銀の龍の背に乗って
507532362,糸
22773602,南三条
625262,アザミ嬢のララバイ
22773582,流星
500665777,慕情 - (日剧《安乐之乡》主题曲 / レビ朝日系ドラマ「やすらぎの郷」主題歌)
500665778,人生の素人(しろうと)
22773580,空と君のあいだに
28108507,夢見る勇気（ちから）
624270,背広の下のロックンロール[Live]
22773634,孤独の肖像
624237,あなたでなければ[Live]
625273,歌をあなたに
623949,见返り美人
624264,诞生[Live]
22773570,悪女�
624631,最后の女神
624260,ファイト![Live]
624268,本日、未熟者[Live]
歌手名字,宇多田ヒカル
22786083,First Love
1322373093,Too Proud (L1 Remix)
666406,Prisoner Of Love
666443,Beautiful World
26092656,桜流し
666122,Goodbye Happiness
522444388,あなた - (电影《镰仓物语》主题曲 / 映画「DESTINY 鎌倉ものがたり」主題歌)
666395,Stay Gold
666283,Beautiful World -PLANiTb Acoustica Mix- - remix
409872467,真夏の通り雨 - (新闻节目 《NEWS ZERO》主题曲)
666465,Flavor Of Life - (电视剧《花样男子2》印象曲 / ドラマ「花より男子2」イメージソング)
666150,Merry Christmas Mr. Lawrence - FYI
666448,Fly Me To The Moon(In Other Words)
22786058,Eternally
567601200,初恋 - (电视剧《花后晴天～花男Next Season～》印象曲 / TBS系火曜ドラマ「花のち晴れ~花男 Next Season~」イメージソング)
667320,Automatic
666146,Come Back To Me
1301349913,誓い - (PS4游戏《王国之心3》主题曲 / PS4ゲーム「キングダム ハーツIII」主題歌)
409872466,花束を君に - (日剧《当家姐姐》主题曲)
430297308,二時間だけのバカンス - (只有两小时的假期)
565890090,丸ノ内サディスティック
666389,HEART STATION
1301349911,Play a Love Song - (SUNTORY气泡水广告曲 / サントリー 南アルプススパークリング CMソング)
666935,光
22786028,Deep River
22786055,Distance
493408743,Forevermore - (日剧《对不起，我爱你》主题曲 / TBS系ドラマ「ごめん、愛してる」主題歌)
667076,Can You Keep A Secret?
430208458,道 - (道路)
666295,Merry Christmas Mr. Lawrence -fyi - (メリークリスマス・ミスター・ローレンス-FYI)
666132,Can't Wait 'Til Christmas
1301350098,Good Night - (剧场版《企鹅高速公路》主题曲 / アニメーション映画「ペンギン・ハイウェイ」主題歌)
1301349918,夕凪
528864881,Lonely One
1301350099,嫉妬されるべき人生
666113,嵐の女神
430297309,俺の彼女 - (我的女友)
666504,Blue
22786059,Can You Keep a Secret
22786053,For You
666372,Prisoner Of Love-Quiet Version-
1301349917,大空で抱きしめて - (SUNTORY天然水广告曲 / サントリー天然水 CMソング)
1301349916,残り香
22786075,Time Will Tell
1301349915,パクチーの唄
666412,虹色バス
22786023,Letters
666500,This Is Love
666821,Colors
452814424,Simple And Clean (Ray Of Hope MIX)
歌手名字,やなぎなぎ
676568,终わりの世界から
676508,終わりの世界から
776039,ONE's hope
26131698,恋文 - (PC游戏《Rewrite》ED / PCゲーム「Rewrite」EDテーマ)
32405870,春擬き - ( TV动画《我的青春恋爱物语果然有问题 续》OP)
26209766,ユキトキ - (TV动画《我的青春恋爱物语果然有问题》OP)
668118,懐中道标
416554191,はじまりの記憶
525238796,メルト (10th ANNIVERSARY MIX)
27971002,アクアテラリウム - (TV动画《来自风平浪静的明天》ED1 / TVアニメ「凪のあすから」ED1テーマ)
516318205,over and over - (TV动画《Just Because!》片头曲)
411236431,眠りの国
676542,ビードロ模様 - (TV动画《在盛夏等待》片尾曲 / TVアニメ「あの夏で待ってる」EDテーマ)
28613686,トコハナ
28254774,三つ葉の結びめ - (TVアニメ「凪のあすから」ED2)
22817145,一雫
676516,Flower Garden
676524,雪の降らない星
1321424317,ネムラズ
27971007,mnemonic - (TV动画《来自风平浪静的明天》第26集插曲)
1321385330,嘘月
38392280,オラリオン - (TV动画《终结的炽天使:名古屋决战篇》片尾曲 / TVアニメ「終わりのセラフ」名古屋決戦編ED)
571059416,Just Because!
28613684,クロスロード - (十字路口)
32857641,春擬き TVサイズver.
26131695,恋歌
478920768,一切は物語 - (TV动画《剑风传奇》ED2 / TVアニメ「ベルセルク」後期ED)
28613688,忘れない為に - (《漆黑的子弹》ED)
28784063,Esse
26131701,偽らない君へ
28921566,melee - (オープニングテーマ)
676566,Killer Song
1321382386,mama
1321382387,片割れ月
1321385331,夜菓子
571059417,in unison
676514,無敵のSoldier
29777945,Rainy veil
676528,Last Smile
35437712,旧型のスイングバイ通信
26117006,Zoetrope - (TV动画《失忆症》OP)
571059418,芽ぐむ日
410446426,Sweet Track
404184376,カザキリ - (TV动画《命运九重奏》片头曲 / TVアニメ『NORN9 ノルン＋ノネット』オープニングテーマ)
571059424,森閑のまえは
29027218,point at infinity
516318226,here and there - (TV动画《奇诺之旅》片头曲 / TVアニメ「キノの旅-the Beautiful World- the Animated Series」OPテーマ / )
410446417,モノクローム･サイレントシティ
571059458,abbandone
516318227,砂糖玉の月 - (TV动画《奇诺之旅》片尾曲 / TVアニメ「キノの旅-the Beautiful World- the Animated Series」EDテーマ / )
歌手名字,磯村由纪子
586299,風の住む街 - (风居住的街道)
586308,サクラ - (樱)
586321,緋のワルツ - (绯红的华尔兹)
29539350,风居住的街道
251953,樱花
586302,草原の涙 - (草原的眼泪)
251960,漫漫千里行
586296,青の夜明け - (青色的拂晓)
586344,タイスの瞑想曲
586311,みんな転勤のせいだ - (因为大家都离开了)
586317,夢
586323,風の住む街(Short Version)
251949,一滴泪
586322,亡き王女の為のパヴァーヌ
586305,Storm of Autumn
251954,芳华
251951,摇篮曲
586319,グノシェンヌ
586315,公園通り - (公园大道)
586313,シチリアーノ
251952,紫阳花
251955,思念
251950,雪之舞
251947,昔日来信
251948,新疆风
586335,ジムノペディ
586369,月の光
586333,亜麻色の髪の乙女
586327,梦
586329,别れの曲
586340,砂漠に沈む阳
586364,デジャ・ヴ
586345,フォーレのパヴァーヌ
586347,白鸟
586358,梦のあとに
251958,在喧嚣中
586337,ダッタン人の踊り
251956,鼓动
586355,亡き王女の为のパヴァーヌ
573138496,Dream feeling
573138497,10才のありがとう 【オルゴール】
573140482,10才のありがとう 【ピアノ&ギター】
586331,グノシエンヌ
586349,ヴォカリーズ
586361,ショパンのプレリュード
586367,ジュ・ツゥ・ヴー
歌手名字,あいみょん
443875380,生きていたんだよな - (她曾活过啊)
1319690190,今夜このまま - (日剧《无法成为野兽的我们》主题曲 / ドラマ「獣になれない私たち」主題歌)
492999661,君はロックを聴かない - (不听摇滚的你)
32465890,貴方解剖純愛歌~死ね~
471554811,愛を伝えたいだとか
39122224,泥だんごの天才いたよね
1293904824,マリーゴールド - (Marigold)
548747647,満月の夜なら
39122226,私に彼氏ができない理由
1324615149,猫 (2018.10.7 Live at 上野恩賜公園 野外ステージ)
443875381,君がいない夜を越えられやしない - (没有你的夜晚难以逾越)
476181079,MIO
1324614186,風のささやき (2018.10.7 Live at 上野恩賜公園 野外ステージ)
31066864,貴方解剖純愛歌 ～死ね～
559497494,愛を伝えたいだとか (Lil' Yukichi Remix)
551240673,わかってない
443876374,今日の芸術 - (今天的艺术)
1324614187,今夜このまま (Instrumental)
1294734540,あなたのために
32465891,分かってくれよ
39122222,19歳になりたくない
493631469,青春と青春と青春 - (青春与青春与青春)
39122221,どうせ死ぬなら
505109168,ふたりの世界
32465893,〇〇ちゃん
476181078,ハッピー
39122227,ほろ酔い
39122225,おっぱい
559498303,愛を伝えたいだとか (studio991 Remix)
39122223,好きって言ってよ
32465894,夜行バス
31066866,強がりました
505109174,漂白 - (电影《恋爱奇谭集》主题曲)
32465895,幸せになりたい
32465897,ナウなヤングにバカウケするのは当たり前だのクラッ歌
505109171,風のささやき
31066865,いいことしましょ
32465892,お互い様やん
493631470,君はロックを聴かない (Instrumental) - (不听摇滚的你)
1294734541,マリーゴールド (Instrumental)
505109173,ジェニファー
505109167,マトリョーシカ
505109172,Ring Ding
505109164,憧れてきたんだ
505109169,いつまでも
551240674,満月の夜なら (Instrumental)
歌手名字,miu-clips
618325,絆
447281461,素直になれたら
618351,見上げた空には (miu-clips Acoustic MIX)
618338,Open
618322,遠くへ
618314,Filled With Melody
618318,Follow Your Heart
447281460,Spanish Eyes
618329,Wonderland
618332,Fly So High
618334,Addicted
618343,i am what i am
618347,Before You Go
歌手名字,伊藤サチコ
584155,いつも何度でも - (「千と千尋の神隠し」 主題歌)
584136,となりのトトロ
584130,カントリーロード
584127,崖の上のポニョ
584151,君をのせて
584245,三日月の夜
584147,ルージュの伝言
584119,テルーの唄
584115,上を向いて歩こう
584134,風の谷のナウシカ
584143,もののけ姫
584336,心の扉
584291,赤い魚
584196,风船
584175,花の気持ち
584297,春の道
584243,2.3
584227,悲しきメロディー
584244,雨だれの涙
584170,"Hello,Goodbye"
584330,消灯
584201,富士山
584288,夕陽ありがとう
584299,コップが割れた日 (弾き語り)
584259,天気雨
584248,梦の途中
584168,仆は変わった
584323,宿题
584342,万华镜
584325,虹と夕日と
584327,花束
584233,尊敬する君へ
584333,カレンダー
584186,くすんだ壁
584282,僕の場所
584207,"I'm still me,and You're still you."
584210,keep smile
584351,嫌いになって下さい.
584255,东京の空
584181,仆が莳いた种
584191,-recollect-
584285,MUSIC LIFE
584348,"仆の日々は映画の様に,"
584213,このままではダメになる
584294,マフラー
584339,カモメ
584345,"さよなら,木"
584251,退屈しのぎ
584263,心心と
584229,ハチミツ
歌手名字,Anan Ryoko
22712173,Refrain
22712182,Utakata
22712177,春の雪
22712191,枫
29729199,星空のファンタジー
557579,花あそび
479764768,「恋する文学」メインテーマ
22712174,About Romance
22712175,Children
22712172,Not Enough
29729204,昨夜のカレー、明日のパン
22712178,Sure As The Sunshine
22712180,Dans Un Reve
22712179,Starlight
22712184,祈り
479764767,羊と鋼の森
27256871,Our Garden
27721946,Believe
29729185,寺山家
22712183,Sounds Of Color
479764770,ライブラリー～オープニングタイトル～
22712176,Love & Positivity
22712192,ゆめゆら
22712181,Not Enough -Cradle Orchestra Remix-
27256874,Forever We Will Be feat. Kero One
479764772,ナナミ～対話～
29729187,朝のファンタジー
479764771,ナナミ
479764773,栞
29729183,寺山家の食卓〜オープニングタイトル
27721941,Over The Bakken Records
29729201,休日
27256883,Dreaming feat. SAWA
479764783,エンディングテーマ
557581,花あそび-Spring Version
22712189,雾の森
29729206,昨夜のカレー、明日のパン〜ウクレレver.
27721942,Memory To Revive
29729195,テツコ
479764775,ノルウェイの森
29729184,のんきな日常
29729198,見えてきたもの
